p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SPACA9	0.106974115017618	0.480319198362585	0.004	0.002	1
APOBR	0.106996581224469	0.282862757755371	0.065	0.073	1
FP236383.3	0.107634081311852	0.824548398133481	0.005	0.003	1
AF127577.1	0.10778638136305	0.607454079874977	0.005	0.003	1
SERPINB9P1	0.108148777836253	0.450565575163218	0.005	0.003	1
TMEM169	0.108246882687965	-0.526104281417321	0.005	0.007	1
TMEM234	0.108264037080086	-0.271368834845656	0.016	0.019	1
TRAV12-3	0.108365065359807	-0.342094471409476	0.007	0.009	1
MARCH10	0.108428058335917	-1.88460282013499	0.001	0.002	1
CCDC40	0.108567053356341	1.66134376773888	0.004	0.002	1
AC104695.2	0.108790164895302	-1.3116756339348	0.001	0.002	1
ZNF491	0.108937963763439	-1.66545694505674	0.001	0.002	1
AL138831.2	0.109032100247901	-0.963878906907893	0.001	0.002	1
MAP3K6	0.109229591093486	0.501906735130548	0.02	0.016	1
AC084756.1	0.109240045287655	-0.965379951711434	0.002	0.004	1
TIGD4	0.109250854128885	-1.24605978510844	0.002	0.004	1
IFNLR1	0.109281511723124	0.427570306336853	0.016	0.013	1
HIST1H2AD	0.109321132164419	-1.22890070778163	0.002	0.004	1
FRMD5	0.109417782166711	0.737762538805462	0.004	0.002	1
C10orf88	0.109497316703346	-0.396072172943395	0.022	0.027	1
TRIM45	0.109666901658476	0.90551186222674	0.004	0.002	1
FGFR4	0.109711261203141	2.28043539543233	0.002	0.001	1
PLA2R1	0.109808658505412	2.01835241224742	0.002	0.001	1
PRPH2	0.10988662553772	1.45731518940381	0.002	0.001	1
TBR1	0.109964636311088	1.23053508580948	0.002	0.001	1
AL354733.2	0.109964636311088	0.922087152752285	0.002	0.001	1
CYFIP2	0.109991334443388	0.273344253303435	0.299	0.288	1
PYDC1	0.110003658105336	1.07737192696907	0.002	0.001	1
AC010536.1	0.110003658105336	1.38988229862065	0.002	0.001	1
STPG4	0.110023173105168	1.01593173248304	0.002	0.001	1
AC004156.1	0.110042186230396	-0.856982323332274	0.002	0.004	1
AC254633.1	0.110042588329767	-2.16521582902294	0.001	0.002	1
ALDH1L1	0.11004269084045	1.02735906917874	0.002	0.001	1
AC008121.2	0.11004269084045	0.776407052906523	0.002	0.001	1
AC243830.2	0.11004269084045	1.28897259136289	0.002	0.001	1
CHRNB2	0.110101260461323	0.601855141579279	0.002	0.001	1
AP000786.1	0.110139517300627	-2.04768987231166	0.001	0.002	1
AL162741.1	0.110155678685267	-1.74544238232606	0.001	0.002	1
AC104113.1	0.11015985470964	0.533604641941137	0.002	0.001	1
CHRNE	0.110181763371647	-0.445936873463442	0.012	0.016	1
GPR173	0.110188007075306	-1.31749259780432	0.001	0.002	1
FNDC11	0.110204174080969	-1.57355123670098	0.001	0.002	1
LINC01023	0.11023651371424	-1.56217198813401	0.001	0.002	1
AC129492.1	0.11023651371424	-0.881010652395361	0.001	0.002	1
SCOC-AS1	0.110248480696117	-1.13666280270495	0.006	0.008	1
AL031985.4	0.110252686342113	-1.00715633030495	0.001	0.002	1
PINK1-AS	0.110310240186879	0.672922158191567	0.007	0.005	1
ISPD	0.110361396162649	-0.557740404584554	0.003	0.005	1
AL023584.2	0.110377328752602	0.623845723459986	0.008	0.006	1
AC097534.1	0.110398324353858	-1.13157177153302	0.001	0.002	1
ARMC12	0.110413883003033	1.31229591762036	0.003	0.001	1
AC104129.1	0.110430708983828	-0.782408116398755	0.001	0.002	1
AC096564.2	0.110456247075761	1.52353372281977	0.003	0.001	1
FUCA2	0.110529483222083	0.587793249819899	0.039	0.034	1
STAP2	0.110537474555546	1.23868659932623	0.007	0.004	1
GLRX3	0.110547868180902	0.300388789877418	0.126	0.116	1
AC005229.4	0.110665338592887	-0.431656548108217	0.004	0.006	1
AL133227.1	0.110673272661901	-1.84944775919939	0.001	0.002	1
PRR4	0.110717519179105	-1.84651650167318	0.001	0.002	1
AC084809.1	0.110732271121947	-1.66931151224456	0.001	0.002	1
ERMP1	0.110773109785325	0.30721476038394	0.04	0.034	1
GRB7	0.110818575993303	1.7301608238967	0.003	0.002	1
LINC02586	0.110835578184851	-1.42334723754859	0.001	0.002	1
ARHGEF10	0.111057278550698	-0.602785185864411	0.028	0.033	1
FAM216A	0.111148567796713	0.445794200064513	0.016	0.013	1
AC026458.2	0.111338438232615	-0.299558563612965	0.001	0.002	1
BST2	0.11138191892141	0.510123685881563	0.277	0.277	1
TMEM163	0.11153145884499	0.548460543111618	0.003	0.002	1
ERI2	0.111579667719545	0.377222920169774	0.011	0.008	1
BABAM1	0.11169463062838	0.366277270193716	0.097	0.088	1
AL691432.2	0.111710155997406	-0.40627085628322	0.021	0.026	1
TBC1D8B	0.111859840842866	-0.374256517200806	0.01	0.013	1
LRRK2	0.11197715826107	1.27654926393429	0.005	0.003	1
SCAMP2	0.112194927040683	0.430971291197706	0.147	0.137	1
ARHGEF40	0.112260522786288	-0.40154679941537	0.012	0.015	1
AC008731.1	0.112804533381882	1.03755406896043	0.005	0.003	1
MYD88	0.113193682881438	0.343345798746397	0.108	0.099	1
FAM227B	0.113646394808972	-0.254897728621122	0.017	0.021	1
IKBIP	0.113815658296053	0.46482919652746	0.075	0.068	1
RIDA	0.113945546042278	0.545879459878336	0.02	0.016	1
RETSAT	0.114785083214665	0.407225685179743	0.034	0.029	1
ICAM4	0.114927406266671	-0.412844680593989	0.014	0.017	1
DNAL1	0.114994926801891	0.359143423540108	0.036	0.031	1
HECTD2	0.115027618685633	0.759159802212149	0.012	0.009	1
STAG1	0.115220081033774	0.271299644591207	0.209	0.196	1
ZSWIM3	0.115580385465011	0.304497163651213	0.014	0.011	1
AC074050.4	0.115580908833957	-1.58114075949345	0.002	0.003	1
AL356481.1	0.11564484278819	-0.343125914007412	0.005	0.008	1
SOWAHD	0.115699739073597	-1.64621315565638	0.002	0.003	1
LINC02158	0.11583056324322	-1.81807340715844	0.002	0.003	1
AL589765.4	0.116509435760807	-2.2909997682804	0	0.001	1
CD5L	0.116509435760807	-3.12432427966901	0	0.001	1
SLC6A1	0.116509435760807	-2.34771414990189	0	0.001	1
PTH1R	0.116509435760807	-2.42756130713311	0	0.001	1
CADM2	0.116509435760807	-2.77386332566401	0	0.001	1
AHSG	0.116509435760807	-3.31745897251171	0	0.001	1
PCDHB14	0.116509435760807	-2.87823715965238	0	0.001	1
AC008080.1	0.116509435760807	-2.57324934035174	0	0.001	1
TRBV16	0.116509435760807	-2.60999747260528	0	0.001	1
OR52I2	0.116509435760807	-2.68088816093918	0	0.001	1
AKR1C4	0.116509435760807	-2.95173719819094	0	0.001	1
AL158210.1	0.116509435760807	-2.61466762190247	0	0.001	1
HOXC5	0.116509435760807	-2.5230403722562	0	0.001	1
AF111167.2	0.116509435760807	-2.96206863773374	0	0.001	1
TMEM63C	0.116509435760807	-2.78944263780553	0	0.001	1
HBQ1	0.116509435760807	-2.55266502928638	0	0.001	1
IGFALS	0.116509435760807	-2.91240940092936	0	0.001	1
SHISA9	0.116509435760807	-2.4972021818389	0	0.001	1
AC012313.2	0.116509435760807	-3.00036414426112	0	0.001	1
FAM87B	0.116509435760807	-2.97532541860325	0	0.001	1
FAM131C	0.116509435760807	-2.79722693145037	0	0.001	1
AL603839.2	0.116509435760807	-2.36499771599608	0	0.001	1
LINC01389	0.116509435760807	-3.00950207791744	0	0.001	1
AC245100.7	0.116509435760807	-3.04330554884174	0	0.001	1
AL589765.7	0.116509435760807	-3.09289079886331	0	0.001	1
AL354732.1	0.116509435760807	-2.72680676614835	0	0.001	1
TEDDM1	0.116509435760807	-2.89362411567192	0	0.001	1
AC018682.2	0.116509435760807	-3.3577415460117	0	0.001	1
NRXN1	0.116509435760807	-2.25686581228229	0	0.001	1
AC007389.3	0.116509435760807	-2.66717327798768	0	0.001	1
AC012307.1	0.116509435760807	-3.07783908458826	0	0.001	1
AC073641.1	0.116509435760807	-3.0530215198623	0	0.001	1
AC099669.1	0.116509435760807	-2.34457621650327	0	0.001	1
PAQR9-AS1	0.116509435760807	-2.64808422455297	0	0.001	1
AC073288.1	0.116509435760807	-2.40005686031107	0	0.001	1
AC108063.1	0.116509435760807	-2.98573148251772	0	0.001	1
OCIAD1-AS1	0.116509435760807	-2.18922572668275	0	0.001	1
THEGL	0.116509435760807	-2.22751397428838	0	0.001	1
UGT3A2	0.116509435760807	-2.82228954891731	0	0.001	1
LINC02059	0.116509435760807	-2.42854220555589	0	0.001	1
AC009185.1	0.116509435760807	-3.14959015123798	0	0.001	1
AL139807.1	0.116509435760807	-2.66057361760648	0	0.001	1
OR2B2	0.116509435760807	-2.61416774497029	0	0.001	1
AL513008.1	0.116509435760807	-2.95298809178145	0	0.001	1
RUNX2-AS1	0.116509435760807	-3.21038213438487	0	0.001	1
AL365259.1	0.116509435760807	-2.72283325316154	0	0.001	1
AL032821.1	0.116509435760807	-3.28348104026212	0	0.001	1
AC226118.1	0.116509435760807	-2.61619972604631	0	0.001	1
AC073342.1	0.116509435760807	-2.79347605942354	0	0.001	1
AC006372.1	0.116509435760807	-2.75191498027904	0	0.001	1
AL158055.1	0.116509435760807	-3.10089700613592	0	0.001	1
PFKFB1	0.116509435760807	-2.45644885814265	0	0.001	1
ARL13A	0.116509435760807	-2.67867473648157	0	0.001	1
LHFPL1	0.116509435760807	-2.9881938766914	0	0.001	1
AC104561.1	0.116509435760807	-2.99724528863845	0	0.001	1
AC026904.2	0.116509435760807	-3.14381861882783	0	0.001	1
LINC01419	0.116509435760807	-3.15017152009945	0	0.001	1
AC016877.1	0.116509435760807	-2.84340301498066	0	0.001	1
DIRAS2	0.116509435760807	-3.64714681542275	0	0.001	1
AC136475.7	0.116509435760807	-2.54844917567489	0	0.001	1
AC068580.3	0.116509435760807	-2.68990294430384	0	0.001	1
KC877392.1	0.116509435760807	-2.58062876224319	0	0.001	1
AP001363.2	0.116509435760807	-2.17152226950012	0	0.001	1
AP003419.3	0.116509435760807	-2.66279175794522	0	0.001	1
AP003097.2	0.116509435760807	-2.71018032395784	0	0.001	1
AP000880.1	0.116509435760807	-2.66447671506381	0	0.001	1
AP000892.1	0.116509435760807	-3.49986489420533	0	0.001	1
CFAP43	0.116509435760807	-2.41290983344089	0	0.001	1
AL451069.3	0.116509435760807	-2.49054277506699	0	0.001	1
AC006207.1	0.116509435760807	-3.26847392693214	0	0.001	1
AC006581.1	0.116509435760807	-3.45513456242699	0	0.001	1
CLEC12A-AS1	0.116509435760807	-3.02662119386951	0	0.001	1
AC244131.2	0.116509435760807	-2.48989462944413	0	0.001	1
AC131238.1	0.116509435760807	-2.79189603392112	0	0.001	1
AC138466.1	0.116509435760807	-2.62305773194353	0	0.001	1
MAB21L1	0.116509435760807	-2.37409689324275	0	0.001	1
TRAV18	0.116509435760807	-2.49468526019542	0	0.001	1
RNF212B	0.116509435760807	-3.10599611360771	0	0.001	1
AL160313.1	0.116509435760807	-2.4768090292385	0	0.001	1
LINC00637	0.116509435760807	-3.13239449135635	0	0.001	1
CELF6	0.116509435760807	-3.13651360805049	0	0.001	1
PCSK6-AS1	0.116509435760807	-2.96773117583387	0	0.001	1
AC007601.1	0.116509435760807	-2.32004862259969	0	0.001	1
AC133555.3	0.116509435760807	-3.08112572677856	0	0.001	1
AC120114.3	0.116509435760807	-2.62796307629034	0	0.001	1
AC106782.6	0.116509435760807	-2.59013511098462	0	0.001	1
AC009159.1	0.116509435760807	-2.85225052562855	0	0.001	1
AC005670.1	0.116509435760807	-3.06252805308586	0	0.001	1
AC006270.1	0.116509435760807	-2.59802123000458	0	0.001	1
ZNF750	0.116509435760807	-2.66853028601158	0	0.001	1
AC120349.1	0.116509435760807	-2.74665753653775	0	0.001	1
AL121753.1	0.116509435760807	-2.17779573472449	0	0.001	1
FAM83C-AS1	0.116509435760807	-2.55688201014969	0	0.001	1
AC004221.1	0.116509435760807	-2.75720846414715	0	0.001	1
AC010335.1	0.116509435760807	-2.70542120597212	0	0.001	1
AC002398.1	0.116509435760807	-2.79218040771344	0	0.001	1
AC011455.1	0.116509435760807	-2.59224820092383	0	0.001	1
AC245052.1	0.116509435760807	-2.77607734084739	0	0.001	1
AC008735.3	0.116509435760807	-2.73685313912151	0	0.001	1
AC016629.2	0.116509435760807	-2.46392988544373	0	0.001	1
CU633980.1	0.116509435760807	-2.69614841462725	0	0.001	1
LINC01666	0.116509435760807	-2.99090859666234	0	0.001	1
NDOR1	0.11651624450684	-0.369766212104703	0.007	0.01	1
EBP	0.11655620247448	0.439510946814788	0.124	0.115	1
ICAM5	0.116665806896976	-0.680322807218215	0.002	0.003	1
CARD17	0.116773537717159	-0.499686475747783	0.002	0.003	1
NFE2L3	0.116982401347188	0.363566486368584	0.097	0.089	1
PDZD7	0.117255229175272	0.330476877387618	0.005	0.004	1
U73166.1	0.117434036057401	0.29400440462117	0.018	0.014	1
NR2F2	0.117600512398961	0.780455350680088	0.008	0.006	1
MAIP1	0.11763677148629	0.278379344618105	0.032	0.027	1
PROK2	0.117805832794838	-0.847507656721031	0.003	0.005	1
RASSF8	0.117903808785099	1.17674530761356	0.004	0.003	1
HSPA4L	0.118205470895031	0.350839561659067	0.013	0.01	1
UNC5CL	0.118506259517162	0.881333604537576	0.004	0.003	1
AL590723.1	0.118688740493599	0.39831249585874	0.006	0.004	1
FITM1	0.118705929537011	0.440784546678811	0.007	0.005	1
MADCAM1	0.118796283242081	-0.367466095599934	0.004	0.006	1
AP001160.2	0.119174557080641	-0.811655291660563	0.003	0.005	1
DNM1	0.119202631202427	0.463439468094036	0.004	0.003	1
ZBED3	0.119236968745935	0.357846444989775	0.006	0.004	1
GGACT	0.119410533103625	0.575853481623437	0.014	0.011	1
SOX12	0.119447407250522	0.670068437052723	0.016	0.013	1
AC087286.2	0.119672987766922	0.95013989760248	0.009	0.007	1
FAM122C	0.120006412429063	0.339272470935192	0.091	0.083	1
VPS54	0.12028996226228	0.370878194127482	0.061	0.055	1
AC116366.1	0.120359996061844	-0.344677804152808	0.11	0.115	1
LINC02361	0.120364944680176	-0.30350823383962	0.01	0.013	1
SMARCAL1	0.120498397437788	0.517381721863385	0.04	0.034	1
SLC35A1	0.121603605885263	0.312022902343544	0.037	0.032	1
DENND6A-AS1	0.12163941265381	-2.85159580533534	0	0.001	1
INTS6L-AS1	0.12163941265381	-2.40612343530418	0	0.001	1
AC009908.1	0.12163941265381	-3.19473750647045	0	0.001	1
AC092802.1	0.121663490778541	-2.32585976176271	0	0.001	1
AC018761.3	0.121663490778541	-2.35035634174968	0	0.001	1
NUTM2B	0.121687572630031	-2.13178363035981	0	0.001	1
AC087500.2	0.121687572630031	-2.25701898062232	0	0.001	1
AC116407.1	0.121735747514629	-2.1242411005185	0	0.001	1
AC008438.1	0.121735747514629	-2.05833860898903	0	0.001	1
AP001453.4	0.121808037800614	-1.2714736493362	0	0.001	1
AC008655.2	0.121832142019709	-1.39796632065741	0	0.001	1
AC004264.1	0.121832142019709	-1.0608564730294	0	0.001	1
TRAF2	0.122067930546438	0.25068950039669	0.04	0.034	1
CMTM1	0.122453031305767	-1.74697869925679	0.002	0.003	1
AC008555.2	0.122584457606863	-1.37347776106542	0.002	0.003	1
ESR1	0.122920920938444	0.846044272302497	0.012	0.009	1
C9orf163	0.122945509542134	-1.04424488993571	0.002	0.004	1
ZNF704	0.123088017993284	1.597074160408	0.004	0.002	1
ANP32A	0.123105479676317	0.359481932850058	0.269	0.263	1
CLCN5	0.123115943447025	0.42712899976453	0.008	0.005	1
IGF2BP2	0.123175392678554	1.47596362483352	0.004	0.002	1
AP000763.4	0.123537889580968	1.00970831645231	0.004	0.002	1
AC006942.1	0.123586902139379	-0.353118423668317	0.002	0.003	1
CDC7	0.123636396277044	0.552484984252904	0.019	0.016	1
PCDHGA10	0.123726699294121	-0.417855517181414	0.002	0.004	1
ATAD3C	0.124015929104769	0.268166629519013	0.012	0.009	1
CHPT1	0.124045552856092	0.462418757755647	0.059	0.052	1
ZBTB47	0.124130345592916	0.300908652518219	0.002	0.003	1
AC091959.3	0.124353127156306	-0.477122581053762	0.009	0.012	1
ARMCX2	0.124410369931715	0.252322868957202	0.01	0.008	1
SMIM33	0.124781858813027	-0.638851500860188	0.009	0.012	1
HAL	0.124808339800611	1.48870232829314	0.002	0.001	1
CNNM1	0.12500076131583	0.957966851386235	0.002	0.001	1
PROSER2	0.125046610178512	1.24111128281214	0.002	0.001	1
AC087749.1	0.125101645979104	1.10670710523494	0.002	0.001	1
MAPK8IP1	0.125175056417882	1.06233887281126	0.002	0.001	1
STAC	0.125211774227461	0.557317168758125	0.002	0.001	1
H1FX-AS1	0.125253939661291	0.375547065389904	0.009	0.007	1
AC015917.2	0.125285235032517	0.512595627136921	0.002	0.001	1
PRKCA-AS1	0.125469034014336	0.375255714110384	0.002	0.001	1
LINC01004	0.125496054144824	0.488710154938622	0.043	0.038	1
DLGAP4-AS1	0.125872966540855	-1.2870160181377	0.003	0.004	1
PCDHGA6	0.126411472003826	-0.842787191763876	0.003	0.004	1
GMDS	0.127479812841497	0.5927255958999	0.032	0.028	1
LINC02062	0.128188460173881	-0.629112334923974	0.004	0.006	1
AC005261.3	0.128194767466635	-0.360587938476123	0.015	0.018	1
CAB39	0.128284186771991	0.251133407445226	0.24	0.227	1
KCNG1	0.128368799062423	2.07045866265417	0.001	0.001	1
CIPC	0.1283798229088	-0.302568590121844	0.015	0.018	1
ANKS4B	0.128392741738659	1.91446133995346	0.001	0.001	1
BICC1	0.12841668788589	1.45787846678655	0.001	0.001	1
MYLK-AS1	0.128462616406495	-0.49014994988273	0.004	0.006	1
LIFR	0.128488547156408	1.47015003682948	0.001	0.001	1
AC007569.1	0.128488547156408	1.63910090527163	0.001	0.001	1
AC121338.1	0.128488547156408	1.65555690040987	0.001	0.001	1
ZNF229	0.128512507190474	1.6925769452135	0.001	0.001	1
FOXO6	0.128512507190474	1.26220391210421	0.001	0.001	1
SFTPD-AS1	0.128512507190474	1.54780487582932	0.001	0.001	1
COL8A2	0.128536470696962	1.83495313265472	0.001	0.001	1
U47924.1	0.128560437676158	1.2372576969017	0.001	0.001	1
SPINK9	0.128584408128348	1.08133218302116	0.001	0.001	1
SLC13A5	0.128584408128348	1.90822178568214	0.001	0.001	1
AC119403.1	0.128584408128348	1.47449913282276	0.001	0.001	1
AC009065.3	0.128608382053815	1.09649647497855	0.001	0.001	1
LIN7A	0.128632359452847	1.26297027841845	0.001	0.001	1
TMIE	0.128632359452847	1.49264070153207	0.001	0.001	1
AL132996.1	0.128632359452847	0.725821806912109	0.001	0.001	1
AC092164.1	0.128644349262993	1.48106991022854	0.001	0.001	1
CFAP126	0.128656340325728	1.339281450311	0.001	0.001	1
AC005358.2	0.128680324672743	1.28636762236633	0.001	0.001	1
SLC25A18	0.128704312494178	0.587986842755257	0.001	0.001	1
CCDC38	0.128704312494178	0.770364438702783	0.001	0.001	1
IDH3A	0.128712371043096	0.278705260492881	0.051	0.045	1
SEC62-AS1	0.128728303790318	1.16840993636379	0.001	0.001	1
AL365394.1	0.12882430372763	0.344256805046612	0.001	0.001	1
LIX1	0.12887232455193	0.306328033054708	0.001	0.001	1
MLST8	0.129083135028345	-0.366091257723922	0.031	0.035	1
WFIKKN1	0.129238732754676	-0.940852372149248	0.001	0.003	1
BX537318.1	0.129267902383533	-0.888421358925481	0.001	0.003	1
ERG28	0.129372837154019	0.267866224136686	0.087	0.078	1
MFSD1	0.129472539311828	0.58902016365282	0.057	0.051	1
DDX41	0.129660504439771	0.323822012191916	0.053	0.046	1
LOXL1	0.12994686682912	0.988112722997671	0.005	0.003	1
HAND2-AS1	0.129982182451509	1.42293211065999	0.002	0.001	1
CPXM1	0.130350549302731	1.58107678552643	0.002	0.001	1
DIAPH2-AS1	0.130400843846156	0.852659389292331	0.002	0.001	1
AL359715.3	0.130467926658137	0.670944396882046	0.002	0.001	1
RNF208	0.130501478103281	0.868968432955034	0.002	0.001	1
LLGL1	0.130520778496306	-0.610430410157777	0.016	0.019	1
CRLF1	0.130593969302357	-1.21759830490219	0.002	0.004	1
KLHL10	0.130599024230854	0.591484747664549	0.005	0.003	1
STAC3	0.130770130703296	1.53901837485259	0.002	0.001	1
ATF2	0.130902825711721	0.274310953442944	0.148	0.138	1
ACER1	0.131013239565349	0.438481289267997	0.003	0.002	1
ARL6	0.131028783747325	-0.703790698319579	0.01	0.013	1
PART1	0.131039212089145	0.259826179412911	0.002	0.001	1
AC016722.2	0.131086827649281	0.50517044296727	0.005	0.003	1
ELOF1	0.131171759566208	0.277835214013515	0.083	0.075	1
AL110115.2	0.131226942838506	0.40127030809113	0.003	0.002	1
SRRM5	0.131272771541008	0.388317107321265	0.003	0.002	1
DHTKD1	0.131331961244639	0.393072415755449	0.039	0.034	1
CR936218.1	0.131408834832204	0.538919464356491	0.005	0.003	1
ACOX3	0.133060580675471	0.339204448247006	0.021	0.017	1
ALG13	0.13319942208727	0.48763173240801	0.246	0.239	1
ZNF813	0.133519450268263	-0.438129182188023	0.014	0.018	1
ORAI3	0.133563515967912	0.559093149575844	0.025	0.021	1
PRKCD	0.133891373266359	0.447710114232858	0.034	0.029	1
KCND1	0.134114254083719	0.531918177996672	0.005	0.003	1
AL359397.2	0.134221138854434	-0.867659451987593	0.004	0.006	1
AC068831.6	0.134291783355591	-1.97184519615616	0.001	0.002	1
ZNF221	0.134695638332856	-0.840136499114225	0.001	0.002	1
AL133245.1	0.134944910602962	-0.391392461724829	0.008	0.011	1
NPIPB15	0.135628432233028	-0.617154852819932	0.039	0.043	1
HDHD2	0.135764971529987	-0.379144151714267	0.03	0.034	1
TIMMDC1	0.135827696656973	0.289723181116053	0.089	0.081	1
ARL6IP6	0.135878992947184	0.292197740819316	0.101	0.092	1
AC012085.2	0.135929916614882	-2.34658255085937	0	0.001	1
TM4SF19	0.135974294187475	-2.34305741597427	0	0.001	1
AC016257.1	0.135974294187475	-2.15735274805395	0	0.001	1
CPSF1	0.136050514919882	0.373820974191814	0.046	0.04	1
AC027682.2	0.136065356591429	-0.757649503370952	0.002	0.004	1
TMEM156	0.136086139417807	0.330225323510485	0.09	0.1	1
HIST2H2AA3	0.136107494025827	-1.71680344505208	0	0.001	1
UNC13A	0.136151916350637	-1.72984596222766	0	0.001	1
ZNF134	0.136155366690763	-0.300458653512504	0.029	0.034	1
AC022098.1	0.136187946768968	0.520584344270945	0.011	0.008	1
AL121917.1	0.136240794577596	-1.06570141860385	0	0.001	1
VIPAS39	0.13631996533	-0.401342227660746	0.022	0.026	1
AC079313.1	0.136418685384256	-0.544515380003944	0	0.001	1
TMEM8A	0.13695085153019	0.413839228350026	0.075	0.068	1
CHCHD4	0.137096426653668	0.459906484832654	0.02	0.016	1
MUC12	0.137290456013092	1.08626259747326	0.004	0.003	1
