"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","18/931","149/17913",0.000736697286969674,0.00958471872839246,0.00755328728950452,"DHX9/FLOT1/HSPA1A/ICAM1/NFKB2/RPS27A/RPS3/STAT3/TNF/TRAF1/TRAF6/TRIM38/TRIM8/UBA52/UBB/UBC/UBE2N/ZBTB7A",18
"GO:0036503","GO:0036503","ERAD pathway","12/931","79/17913",0.000742406656623344,0.00963397653633764,0.00759210516045143,"ATXN3/DERL2/DNAJB9/EDEM3/FAF2/HERPUD1/HSPA5/RNF103/RNF139/UBQLN1/UBXN1/USP19",12
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","31/931","323/17913",0.000764984095319085,0.00990130577119715,0.00780277535005187,"CDKN1C/CITED2/CTDSPL2/DDX5/EGR1/FBXL15/FOS/GDF11/HSP90AB1/HSPA1A/HSPA5/ID1/JUN/NUMA1/RPS27A/SDCBP/SIRT1/SKIL/SMAD4/TGIF2/TOB1/UBA52/UBB/UBC/UBE2D1/UBE2D3/USP15/XIAP/ZBTB7A/ZNF451/ZNF703",31
"GO:0009991","GO:0009991","response to extracellular stimulus","43/931","498/17913",0.000783160587679303,0.01011044171053,0.00796758601138737,"AKT1/ATF3/ATF4/BAIAP2/CDKN1A/COX4I1/CPEB4/DCTPP1/DDIT3/EEF2/EIF2A/ENSA/FNIP1/FOS/HMGCS1/HNRNPA1/HSPA5/HSPA8/ICAM1/ITFG2/ITGA6/JUN/KCNB1/KLF10/MAX/MTHFR/NR4A2/NUAK2/PCNA/PMAIP1/RARA/RPS19/SIPA1/SIRT1/SLC2A1/SLC38A2/SOD1/SRSF2/TAF1/TXN2/XBP1/ZC3H12A/ZFP36",43
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","39/931","439/17913",0.000792104763948578,0.0101996214977337,0.0080378646050796,"AKT1/DDIT4/EGR1/GGPS1/GSK3A/HMGCS1/IDI1/IFNG/IGFBP3/INSIG1/IRS2/ISCU/LCMT1/MIDN/NR4A3/NUP50/NUP62/OAZ1/OAZ2/ODC1/PDP1/PGP/PMAIP1/POM121/POM121C/PPP1CB/PPP1R3D/PRKAG2/PSMC6/PTPN2/SEC14L2/SIRT1/SNAI1/SOD1/STAT3/TNF/TPR/ZBTB20/ZBTB7A",39
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","18/931","150/17913",0.000797475884883991,0.0102424530958562,0.00807161826805659,"BAG3/CTDSPL2/GSK3A/IFNG/KCNB1/KIF5B/OAZ1/OAZ2/PLK3/RBM22/TARDBP/TM9SF4/TOMM7/TPR/TRIM28/UBE2D3/VAMP2/ZC3H12A",18
"GO:0006353","GO:0006353","DNA-templated transcription, termination","11/931","69/17913",0.000806925784686221,0.0103373177889854,0.00814637688133889,"CCNH/DHX9/PCF11/POLR1E/POLR2A/POLR2H/SNRPG/SYMPK/TWISTNB/UBTF/ZNRD1",11
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","17/931","138/17913",0.000819107626782698,0.0104666074044759,0.00824826423317701,"CRKL/DSTYK/EGR3/FGFR1/GATA3/GRB2/GTF2F2/HNRNPA1/HNRNPH1/NR4A1/POLR2A/POLR2C/POLR2H/PTBP1/ZFP36/ZFP36L1/ZFP36L2",17
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","13/931","91/17913",0.000825300542822474,0.0105189069185694,0.00828947913642501,"AKT1/CHMP6/EPN1/ERRFI1/GRB2/HBEGF/HIP1R/NCK2/NUP62/PTPN2/RNF126/RTN4/SNX5",13
"GO:0042113","GO:0042113","B cell activation","23/931","215/17913",0.000836992842170966,0.0106408557016101,0.00838558150718975,"BCL6/CDKN1A/CYLD/DNAJB9/EXOSC6/FNIP1/GPS2/HSPD1/IGBP1/IRF2BP2/IRS2/ITFG2/ITM2A/KLF6/MLH1/PELI1/PTPN2/SUPT6H/TFRC/XBP1/ZBTB7A/ZFP36L1/ZFP36L2",23
"GO:0016573","GO:0016573","histone acetylation","18/931","151/17913",0.000862499915247193,0.0109373723429701,0.00861925298381606,"BAZ1A/CRTC2/GATA3/GTF2B/LDB1/LEF1/MECP2/MORF4L1/PER1/PHF10/PHF20/SIN3A/SIRT1/SMAD4/TAF1/TAF7/USP22/ZNF451",18
"GO:0001666","GO:0001666","response to hypoxia","33/931","354/17913",0.000870588410048579,0.0110120640048822,0.00867811413525298,"AKT1/ALKBH5/BNIP3L/CDKN1B/CITED2/CXCR4/DDIT4/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MECP2/MTHFR/MYC/NR4A2/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC2A1/SLC9A1/SMAD4/TM9SF4/TXN2/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",33
"GO:0006606","GO:0006606","protein import into nucleus","14/931","103/17913",0.000876459184215953,0.0110554093725608,0.00871227267699254,"AKT1/BAG3/CDKN1A/IFNG/KPNA2/NUP62/PPP1R10/RBM22/RPL23/STAT3/TARDBP/TPR/TRIM28/ZC3H12A",14
"GO:0033120","GO:0033120","positive regulation of RNA splicing","7/931","31/17913",0.000878429413112234,0.0110554093725608,0.00871227267699254,"HSPA1A/HSPA8/POLR2A/PRDX6/RBM22/SRSF5/TRA2B",7
"GO:0045580","GO:0045580","regulation of T cell differentiation","17/931","139/17913",0.000889139249202046,0.0111621516272006,0.00879639146420702,"BCL6/CD83/CYLD/EGR3/GATA3/IFNG/IRF1/NFKBID/NFKBIZ/NRARP/PNP/PTPN2/RARA/RUNX1/SOD1/XBP1/ZC3H12A",17
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","15/931","115/17913",0.000900715141570525,0.0112792053603169,0.0088886362654986,"CDKN1C/CITED2/HSP90AB1/HSPA1A/HSPA5/RPS27A/SDCBP/SIRT1/SMAD4/UBA52/UBB/UBC/ZBTB7A/ZNF451/ZNF703",15
"GO:0006458","GO:0006458","'de novo' protein folding","6/931","23/17913",0.000912872709470995,0.0114029411514719,0.00898614689727322,"CCT2/DNAJB1/GAK/HSPD1/HSPH1/PTGES3",6
"GO:0016311","GO:0016311","dephosphorylation","40/931","458/17913",0.000947649191489264,0.01180789751286,0.00930527485751437,"ATP1A1/CALM1/CALM2/CSRNP2/CTDSP2/CTDSPL2/CYCS/DUSP1/DUSP2/DUSP5/ENSA/EYA3/HSP90AB1/IFNG/IGBP1/IGFBP3/INPP4B/MASTL/PDP1/PGP/PPM1K/PPP1CB/PPP1R10/PPP1R15A/PPP1R15B/PPP1R2/PPP1R3D/PPP2CA/PPP2R2A/PPP2R5C/PTBP1/PTP4A1/PTPN2/SDHAF2/SEMA4D/SFI1/SMG5/SYMPK/SYTL2/TNF",40
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","15/931","116/17913",0.000985911041074071,0.0122541647760298,0.00965695808809656,"CHMP1B/DYNC1H1/GOLGA2/HNRNPU/HSPA1A/KIF2A/MECP2/NUMA1/NUP62/PLK2/SBDS/SMC3/STMN1/TPR/ZNF207",15
"GO:0010506","GO:0010506","regulation of autophagy","30/931","314/17913",0.000992449685898357,0.0123049021699625,0.00969694195445242,"AKT1/ATP6V1G1/BAG3/BNIP3L/C9orf72/CDC37/DDIT3/DRAM2/EEF1A1/EIF4G2/GOLGA2/GSK3A/HAX1/IFNG/MCL1/MLST8/PLK2/PLK3/PRKAG2/RAB5A/RHEB/SCOC/SIRT1/SNX5/STAT3/TOMM7/TP53INP1/TRIM8/XBP1/ZC3H12A",30
"GO:0036124","GO:0036124","histone H3-K9 trimethylation","5/931","16/17913",0.00101323367714196,0.0124993564603469,0.00985018266621153,"ARID4A/KDM4C/MECP2/SIRT1/ZNF274",5
"GO:0061684","GO:0061684","chaperone-mediated autophagy","5/931","16/17913",0.00101323367714196,0.0124993564603469,0.00985018266621153,"BAG3/EEF1A1/HSP90AA1/HSPA8/PLK3",5
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","13/931","93/17913",0.00101561950077085,0.0124993564603469,0.00985018266621153,"BCL6/CD83/CYLD/EGR3/FLT3LG/GATA3/IFNG/NFKBID/NFKBIZ/PNP/RARA/RUNX1/XBP1",13
"GO:0005977","GO:0005977","glycogen metabolic process","11/931","71/17913",0.0010308780704372,0.0126251057575059,0.00994928005183245,"AKT1/CALM1/GSK3A/GYG1/IL6ST/IRS2/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/STK40",11
"GO:0042795","GO:0042795","snRNA transcription by RNA polymerase II","11/931","71/17913",0.0010308780704372,0.0126251057575059,0.00994928005183245,"CCNK/ELL2/GTF2A1/GTF2B/GTF2E2/GTF2F2/INTS6/POLR2A/POLR2C/POLR2H/TAF11",11
"GO:0006970","GO:0006970","response to osmotic stress","12/931","82/17913",0.00104166722639806,0.0127261247244583,0.0100288885725102,"DDX3X/ERRFI1/HSP90AB1/OXSR1/PLK3/SLC12A6/SLC2A1/TNF/TSC22D2/TSC22D3/XRCC6/ZFP36L1",12
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","16/931","129/17913",0.00107011447041034,0.0129699083486336,0.0102210035215299,"BUD31/CALR/DDX17/DDX5/FKBP4/FOXP1/GRIP1/KDM3A/LBH/PER1/RNF4/RUNX1/SIRT1/TAF1/TAF7/ZBTB7A",16
"GO:0010948","GO:0010948","negative regulation of cell cycle process","32/931","344/17913",0.00107154641375043,0.0129699083486336,0.0102210035215299,"BCL6/CALR/CCNK/CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CTDSP2/DUSP1/GADD45A/HSP90AB1/LCMT1/MAX/PCNA/PHC3/PLK2/PLK3/PPP1R10/PSMC6/RING1/RPL23/RPL26/SKP1/SMC3/TPR/USP47/ZFP36L1/ZFP36L2/ZNF207",32
"GO:0030851","GO:0030851","granulocyte differentiation","7/931","32/17913",0.00107456817023017,0.0129699083486336,0.0102210035215299,"CUL4A/DHRS7B/HAX1/L3MBTL3/LEF1/RARA/RUNX1",7
"GO:0032633","GO:0032633","interleukin-4 production","7/931","32/17913",0.00107456817023017,0.0129699083486336,0.0102210035215299,"CD83/CEBPB/GATA3/HLA-E/ITK/LEF1/RARA",7
"GO:1904031","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","7/931","32/17913",0.00107456817023017,0.0129699083486336,0.0102210035215299,"AKT1/CCND3/CCNK/CDKN1A/CDKN1B/CKS2/HSP90AB1",7
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","15/931","117/17913",0.00107781365829435,0.0129778091692221,0.0102272298041594,"CDKN1C/CITED2/HSP90AB1/HSPA1A/HSPA5/RPS27A/SDCBP/SIRT1/SMAD4/UBA52/UBB/UBC/ZBTB7A/ZNF451/ZNF703",15
"GO:0000723","GO:0000723","telomere maintenance","18/931","154/17913",0.00108546662765013,0.0130386147191835,0.0102751479330759,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/MYC/NAF1/PCNA/POT1/PPP1R10/PTGES3/SMG5/XRCC6",18
"GO:0001503","GO:0001503","ossification","35/931","388/17913",0.00110397011336123,0.0131740342749826,0.0103818660161572,"AKT1/CEBPB/CSGALNACT1/DDX5/DHX36/DHX9/EGR2/FBXL15/GNAS/HNRNPC/HNRNPU/ID1/ID3/IGFBP3/IL6ST/JUNB/JUND/KLF10/LEF1/NBR1/PTGER4/RPL38/RSL1D1/SBDS/SBNO2/SEMA4D/SNAI1/SRGN/SYNCRIP/THRA/TNF/TOB1/TOB2/TRAF6/TUFT1",35
"GO:0045785","GO:0045785","positive regulation of cell adhesion","35/931","388/17913",0.00110397011336123,0.0131740342749826,0.0103818660161572,"AKT1/BCL6/CALR/CD274/CD55/CD83/CITED2/CRKL/CYLD/EFNB2/EGR3/FLOT1/GATA3/GRB2/HLA-E/HSPD1/HSPH1/ICAM1/IFNG/IL6ST/ITGA6/LDB1/MYADM/NCK2/NFKBID/NFKBIZ/NR4A3/PNP/RARA/RPS3/RUNX1/TFRC/TNF/TRAF6/XBP1",35
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","10/931","61/17913",0.00110463054411913,0.0131740342749826,0.0103818660161572,"CD55/CD83/HLA-E/HSPH1/IFNG/NFKBID/NFKBIZ/PNP/RARA/RUNX1",10
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","13/931","94/17913",0.00112374685353634,0.0133039266872192,0.0104842284050965,"CD274/EXOSC6/GATA3/HLA-E/HSPD1/IL6ST/MLH1/NFKBID/NFKBIZ/SIRT1/TFRC/TNF/TRAF6",13
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","13/931","94/17913",0.00112374685353634,0.0133039266872192,0.0104842284050965,"CDKN1B/CSNK1D/FKBP4/GOLGA2/HSPA1A/KIF2A/MECP2/NCKAP5L/NUMA1/RPS3/STMN1/TUBGCP6/ZNF207",13
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","9/931","51/17913",0.00112880192494872,0.0133039266872192,0.0104842284050965,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/NAF1/POT1/PPP1R10",9
"GO:0032781","GO:0032781","positive regulation of ATPase activity","9/931","51/17913",0.00112880192494872,0.0133039266872192,0.0104842284050965,"AHSA1/DHX9/DNAJA1/DNAJB1/DNAJB2/DNAJB6/HNRNPU/HSPA2/SUMO1",9
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","9/931","51/17913",0.00112880192494872,0.0133039266872192,0.0104842284050965,"ASXL1/CCDC85B/DDIT3/GATA3/GPS2/INSIG1/SIRT1/TNF/ZFP36L2",9
"GO:0006073","GO:0006073","cellular glucan metabolic process","11/931","72/17913",0.00116074076983976,0.0134966220030567,0.0106360829478439,"AKT1/CALM1/GSK3A/GYG1/IL6ST/IRS2/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/STK40",11
"GO:0009301","GO:0009301","snRNA transcription","11/931","72/17913",0.00116074076983976,0.0134966220030567,0.0106360829478439,"CCNK/ELL2/GTF2A1/GTF2B/GTF2E2/GTF2F2/INTS6/POLR2A/POLR2C/POLR2H/TAF11",11
"GO:0035019","GO:0035019","somatic stem cell population maintenance","11/931","72/17913",0.00116074076983976,0.0134966220030567,0.0106360829478439,"CUL4A/FOXP1/KLF10/LBH/LDB1/POLR2A/POLR2C/POLR2H/SMAD4/STAT3/ZFP36L2",11
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","11/931","72/17913",0.00116074076983976,0.0134966220030567,0.0106360829478439,"ARL1/BET1L/GOSR1/RAB6A/RNF126/SGSM2/SNX5/SPAG9/STX16/STX5/TMEM87A",11
"GO:0044042","GO:0044042","glucan metabolic process","11/931","72/17913",0.00116074076983976,0.0134966220030567,0.0106360829478439,"AKT1/CALM1/GSK3A/GYG1/IL6ST/IRS2/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/STK40",11
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","12/931","83/17913",0.00116131844346525,0.0134966220030567,0.0106360829478439,"BCL6/CD83/CYLD/EGR3/GATA3/IFNG/NFKBID/NFKBIZ/PNP/RARA/RUNX1/XBP1",12
"GO:0006596","GO:0006596","polyamine biosynthetic process","4/931","10/17913",0.00118300547981261,0.0135909964412417,0.0107104552131755,"OAZ1/OAZ2/ODC1/SAT1",4
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","4/931","10/17913",0.00118300547981261,0.0135909964412417,0.0107104552131755,"AKT1/PCNA/RPS3/SIRT1",4
"GO:0036500","GO:0036500","ATF6-mediated unfolded protein response","4/931","10/17913",0.00118300547981261,0.0135909964412417,0.0107104552131755,"CALR/DDIT3/HSPA5/XBP1",4
"GO:0045647","GO:0045647","negative regulation of erythrocyte differentiation","4/931","10/17913",0.00118300547981261,0.0135909964412417,0.0107104552131755,"HSPA9/LDB1/ZFP36/ZFP36L1",4
"GO:0075522","GO:0075522","IRES-dependent viral translational initiation","4/931","10/17913",0.00118300547981261,0.0135909964412417,0.0107104552131755,"EIF3D/EIF3F/PCBP2/PTBP1",4
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","13/931","95/17913",0.0012413120152604,0.0142282194151929,0.011212622081721,"ATP1A1/EGR1/GGPS1/HMGCS1/IDI1/IFNG/INSIG1/SEC14L2/SF1/SIRT1/SNAI1/SOD1/TNF",13
"GO:0009314","GO:0009314","response to radiation","38/931","435/17913",0.00125049737773902,0.0143007793723624,0.0112698033321829,"AKT1/ATF4/CALM1/CDKN1A/CIRBP/DHX36/DUSP1/EEF1D/EGR1/ERCC5/EYA3/FOS/GADD45A/GATA3/GRB2/HMGCS1/HSPA5/ICAM1/JUND/MECP2/MYC/PCNA/PER1/PLK3/PPP1CB/RAD9A/RBM4/RHOB/RPL26/SIRT1/TAF1/TP53INP1/UBE2B/UNC119/USP47/XRCC6/XRRA1/YY1",38
"GO:0018393","GO:0018393","internal peptidyl-lysine acetylation","18/931","156/17913",0.0012599453685107,0.0143760053550572,0.0113290855578831,"BAZ1A/CRTC2/GATA3/GTF2B/LDB1/LEF1/MECP2/MORF4L1/PER1/PHF10/PHF20/SIN3A/SIRT1/SMAD4/TAF1/TAF7/USP22/ZNF451",18
"GO:0009166","GO:0009166","nucleotide catabolic process","19/931","169/17913",0.00127802518101329,0.0145447570456517,0.011462071202613,"BPGM/CNP/DCTPP1/DDIT4/LDHA/MBD4/NUP50/NUP62/PDE7A/PNP/POM121/POM121C/PRKAG2/STAT3/TDG/TPI1/TPR/ZBTB20/ZBTB7A",19
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","23/931","222/17913",0.00129157039707382,0.0145447570456517,0.011462071202613,"AKT1/CDKN1A/CDKN1B/CDKN1C/CHMP6/DNAJA1/DUSP1/ERRFI1/GADD45A/GADD45B/GGNBP2/GPS2/HEXIM1/MLLT1/NUP62/PPP2CA/PRKAG2/PRKAR2A/PTPN2/RGS2/SIRT1/SOCS3/TAF7",23
"GO:0000018","GO:0000018","regulation of DNA recombination","12/931","84/17913",0.00129214040687067,0.0145447570456517,0.011462071202613,"BCL6/EXOSC6/FUS/HELB/KLHL15/KPNA2/MLH1/SMCHD1/SUPT6H/TFRC/UBE2B/USP51",12
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","12/931","84/17913",0.00129214040687067,0.0145447570456517,0.011462071202613,"AKT1/CHMP6/EPN1/ERRFI1/GRB2/HBEGF/HIP1R/NCK2/NUP62/PTPN2/RNF126/SNX5",12
"GO:1901185","GO:1901185","negative regulation of ERBB signaling pathway","9/931","52/17913",0.00130318894125266,0.0145447570456517,0.011462071202613,"CHMP6/EPN1/ERRFI1/GRB2/HBEGF/NUP62/PTPN2/RNF126/SNX5",9
"GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair","11/931","73/17913",0.00130377239239322,0.0145447570456517,0.011462071202613,"CCNH/CUL4A/ERCC5/PCNA/POLR2A/POLR2C/POLR2H/RPS27A/UBA52/UBB/UBC",11
"GO:0044766","GO:0044766","multi-organism transport","11/931","73/17913",0.00130377239239322,0.0145447570456517,0.011462071202613,"KPNA2/NUP50/NUP62/POM121/POM121C/RPS27A/TPR/UBA52/UBB/UBC/VPS37B",11
"GO:0072401","GO:0072401","signal transduction involved in DNA integrity checkpoint","11/931","73/17913",0.00130377239239322,0.0145447570456517,0.011462071202613,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:0072422","GO:0072422","signal transduction involved in DNA damage checkpoint","11/931","73/17913",0.00130377239239322,0.0145447570456517,0.011462071202613,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:1902579","GO:1902579","multi-organism localization","11/931","73/17913",0.00130377239239322,0.0145447570456517,0.011462071202613,"KPNA2/NUP50/NUP62/POM121/POM121C/RPS27A/TPR/UBA52/UBB/UBC/VPS37B",11
"GO:0070555","GO:0070555","response to interleukin-1","20/931","183/17913",0.00136867719903089,0.0152314105694749,0.0120031920722764,"CEBPB/EGR1/ICAM1/IGBP1/KLF2/MTHFR/PELI1/PSMC6/RPS27A/SKP1/SQSTM1/TOLLIP/TRAF6/UBA52/UBB/UBC/UBE2N/YTHDC2/YY1/ZC3H12A",20
"GO:0033962","GO:0033962","cytoplasmic mRNA processing body assembly","5/931","17/17913",0.00137444551355613,0.0152314105694749,0.0120031920722764,"ATXN2L/CNOT6/CNOT7/DYNC1H1/PATL1",5
"GO:0043923","GO:0043923","positive regulation by host of viral transcription","5/931","17/17913",0.00137444551355613,0.0152314105694749,0.0120031920722764,"CHD1/GTF2B/JUN/LEF1/TAF11",5
"GO:0071456","GO:0071456","cellular response to hypoxia","22/931","210/17913",0.00141115681423764,0.0156037185044511,0.0122965912708055,"AKT1/BNIP3L/CITED2/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MYC/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC9A1/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",22
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","10/931","63/17913",0.00142572622139945,0.0156955222922854,0.0123689377217998,"AKIRIN1/ATF3/DDX17/DDX5/EEF2/EGR1/EGR2/FOS/MAFF/NR1D2",10
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","10/931","63/17913",0.00142572622139945,0.0156955222922854,0.0123689377217998,"BCL6/CD83/GATA3/IFNG/NFKBID/NFKBIZ/PNP/RARA/RUNX1/ZC3H12A",10
"GO:0000075","GO:0000075","cell cycle checkpoint","21/931","197/17913",0.00144243422940861,0.0158446338927801,0.012486445891695,"CDKN1A/CDKN1B/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/CUL4A/DUSP1/GADD45A/LCMT1/PCNA/PLK2/PLK3/PPP1R10/PRCC/RAD9A/RPL24/RPL26/TPR/ZNF207",21
"GO:0072395","GO:0072395","signal transduction involved in cell cycle checkpoint","11/931","74/17913",0.00146096057207961,0.0159201294950597,0.012545940592507,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","20/931","184/17913",0.0014626160675776,0.0159201294950597,0.012545940592507,"CDKN1C/CITED2/FOS/HSP90AB1/HSPA1A/HSPA5/ID1/JUN/RPS27A/SDCBP/SIRT1/SKIL/SMAD4/UBA52/UBB/UBC/USP15/ZBTB7A/ZNF451/ZNF703",20
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","6/931","25/17913",0.00146519858199691,0.0159201294950597,0.012545940592507,"FOS/GNAS/IFNG/KLF10/TNF/TRAF6",6
"GO:0060330","GO:0060330","regulation of response to interferon-gamma","6/931","25/17913",0.00146519858199691,0.0159201294950597,0.012545940592507,"CDC37/HSP90AB1/IFNG/PTPN2/SOCS3/SUMO1",6
"GO:0060334","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","6/931","25/17913",0.00146519858199691,0.0159201294950597,0.012545940592507,"CDC37/HSP90AB1/IFNG/PTPN2/SOCS3/SUMO1",6
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","24/931","238/17913",0.00148644056969146,0.0161159757869795,0.0127002782782934,"CALM2/CCNH/CDKN1A/CEP63/CSNK1D/DYNC1H1/DYNLL1/ENSA/FBXL15/HSP90AA1/HSPA2/LCMT1/MASTL/MECP2/PLK3/PPP1CB/PPP2R2A/PSMC6/SFI1/SIN3A/SKP1/TUBA1A/TUBA4A/USP47",24
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","29/931","308/17913",0.00149496811708851,0.0161434571242482,0.0127219350886154,"BCL6/CDK2AP2/CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CTDSP2/DUSP1/GADD45A/HECA/LCMT1/PCNA/PLK2/PLK3/PPP1R10/PRCC/PSMC6/RPL24/RPL26/SKP1/TNF/TPR/USP47/YTHDC2/ZFP36L1/ZFP36L2/ZNF207",29
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","9/931","53/17913",0.00149864395343889,0.0161434571242482,0.0127219350886154,"CCT2/CCT3/CCT4/HNRNPA1/HNRNPC/HNRNPU/NAF1/POT1/SMG5",9
"GO:0038066","GO:0038066","p38MAPK cascade","9/931","53/17913",0.00149864395343889,0.0161434571242482,0.0127219350886154,"CYLD/DUSP1/GADD45A/GADD45B/GADD45G/PER1/ZC3H12A/ZFP36/ZFP36L1",9
"GO:0032868","GO:0032868","response to insulin","25/931","252/17913",0.00150619152513988,0.0161899428099263,0.0127585683742366,"AKT1/AP3S1/ATP6V1G1/BAIAP2/CCND3/EGR1/EGR2/ERRFI1/GKAP1/GRB2/GSK3A/ICAM1/IRS2/MAX/PPAT/PTPN2/SIRT1/SLC2A1/SLC9A1/SRSF5/SRSF6/SYAP1/VAMP2/XBP1/ZFP36L1",25
"GO:0034968","GO:0034968","histone lysine methylation","14/931","109/17913",0.00153231520965438,0.0164354751288196,0.0129520613911956,"ARID4A/GATA3/KDM3A/KDM4C/MECP2/MTF2/RLF/SIRT1/SMAD4/SUPT6H/WDR61/WDR82/ZNF274/ZNF335",14
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","7/931","34/17913",0.0015688356746976,0.0167676514708948,0.0132138346798616,"AKT1/GPAA1/HNRNPU/HSPA5/INSIG1/SKP1/TOPORS",7
"GO:0001659","GO:0001659","temperature homeostasis","19/931","172/17913",0.00157291991114084,0.0167676514708948,0.0132138346798616,"ARRDC3/ATF4/CEBPB/CNOT3/CXCR4/DDIT3/DYNC1H1/EGR1/GADD45G/GNAS/ID1/IP6K1/KDM3A/KDM6B/RHEB/STAT3/THRA/TLE3/TNF",19
"GO:0031334","GO:0031334","positive regulation of protein complex assembly","24/931","239/17913",0.00157332724921553,0.0167676514708948,0.0132138346798616,"BCLAF1/CDKN1B/CNOT6/CUL4A/DHX36/ERCC5/FNIP1/GRB2/GTF2B/HIP1R/HSP90AA1/HSPA1A/ICAM1/IFNG/JMY/JUN/MECP2/NCK2/NUMA1/PMAIP1/RPS3/SUMO1/TAF1/TNF",24
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint","12/931","86/17913",0.00159046097159767,0.0169142654070759,0.0133293745524445,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/PPP1R10/RPL26",12
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","11/931","75/17913",0.00163333618178346,0.0173334341833757,0.0136597026799464,"CDKN1A/DDIT4/DDX5/FHIT/HNRNPK/PMAIP1/RPL11/RPL26/SIRT1/TOPORS/UBB",11
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","15/931","122/17913",0.0016529197497093,0.0175041755312767,0.0137942562844328,"AKT1/CALM1/CALM2/CAMK2D/GSK3A/IRS2/ISCU/OAZ1/OAZ2/OXSR1/RGS2/SUMO1/TNF/UBQLN1/YWHAQ",15
"GO:0071236","GO:0071236","cellular response to antibiotic","17/931","147/17913",0.00165645782251431,0.0175046355126037,0.0137946187751025,"CDKN1B/EGR1/ENDOG/HNRNPA1/HSPA5/ID3/KDM6B/KLF2/NR4A3/PCNA/RHOB/RPL23/RPS3/SIRT1/SLC9A1/TP53INP1/ZC3H12A",17
